SKU,name,description,current_price,current_stock
SKU-PRD-0249,Audífonos Modelo 249,Audífonos estéreo con micrófono y cancelación de ruido - Lote 249,464.57,8
SKU-PRD-0250,Cable HDMI Modelo 250,Cable de alta definición mallado 4K - Lote 250,120.39,125
SKU-PRD-0251,Teclado Modelo 251,Teclado multimedia con iluminación LED - Lote 251,601.61,197
SKU-PRD-0252,Smartphone Modelo 252,Teléfono inteligente con cámara dual y gran batería - Lote 252,3684.1,192
SKU-PRD-0253,Memoria USB Modelo 253,Unidad flash portátil de transferencia rápida - Lote 253,509.32,60
SKU-PRD-0254,Silla Gamer Modelo 254,Silla ergonómica ajustable con soporte lumbar - Lote 254,4097.02,28
SKU-PRD-0255,Impresora Modelo 255,Impresora multifuncional a color con Wi-Fi - Lote 255,3157.0,72
SKU-PRD-0256,Disco Duro Modelo 256,Unidad de almacenamiento externo de alta velocidad - Lote 256,3304.81,149
SKU-PRD-0257,Smartwatch Modelo 257,Reloj inteligente deportivo con monitor de salud - Lote 257,2013.24,174
SKU-PRD-0258,Laptop Modelo 258,Ordenador portátil con procesador de alta velocidad y SSD - Lote 258,11274.65,42
SKU-PRD-0259,Audífonos Modelo 259,Audífonos estéreo con micrófono y cancelación de ruido - Lote 259,742.63,94
SKU-PRD-0260,Cable HDMI Modelo 260,Cable de alta definición mallado 4K - Lote 260,284.31,166
SKU-PRD-0261,Audífonos Modelo 261,Audífonos estéreo con micrófono y cancelación de ruido - Lote 261,1091.1,34
SKU-PRD-0262,Tablet Modelo 262,Dispositivo táctil multimedia para estudio y trabajo - Lote 262,5345.24,32
SKU-PRD-0263,Tablet Modelo 263,Dispositivo táctil multimedia para estudio y trabajo - Lote 263,6510.58,96
SKU-PRD-0264,Laptop Modelo 264,Ordenador portátil con procesador de alta velocidad y SSD - Lote 264,21615.65,111
SKU-PRD-0265,Silla Gamer Modelo 265,Silla ergonómica ajustable con soporte lumbar - Lote 265,2792.64,10
SKU-PRD-0266,Tablet Modelo 266,Dispositivo táctil multimedia para estudio y trabajo - Lote 266,2528.91,156
SKU-PRD-0267,Disco Duro Modelo 267,Unidad de almacenamiento externo de alta velocidad - Lote 267,2960.91,151
SKU-PRD-0268,Bocina Bluetooth Modelo 268,Bocina inalámbrica portátil resistente al agua - Lote 268,1484.66,155
SKU-PRD-0269,Regulador Modelo 269,Protector de voltaje multicontacto para oficina - Lote 269,419.33,165
SKU-PRD-0270,Cable HDMI Modelo 270,Cable de alta definición mallado 4K - Lote 270,269.19,103
SKU-PRD-0271,Smartphone Modelo 271,Teléfono inteligente con cámara dual y gran batería - Lote 271,8624.03,136
SKU-PRD-0272,Smartphone Modelo 272,Teléfono inteligente con cámara dual y gran batería - Lote 272,11192.05,177
SKU-PRD-0273,Smartphone Modelo 273,Teléfono inteligente con cámara dual y gran batería - Lote 273,3677.83,45
SKU-PRD-0274,Smartwatch Modelo 274,Reloj inteligente deportivo con monitor de salud - Lote 274,1046.01,13
SKU-PRD-0275,Audífonos Modelo 275,Audífonos estéreo con micrófono y cancelación de ruido - Lote 275,997.29,74
SKU-PRD-0276,Bocina Bluetooth Modelo 276,Bocina inalámbrica portátil resistente al agua - Lote 276,744.16,152
SKU-PRD-0277,Smartwatch Modelo 277,Reloj inteligente deportivo con monitor de salud - Lote 277,911.55,77
SKU-PRD-0278,Mouse Modelo 278,Mouse óptico ergonómico con conexión USB - Lote 278,541.64,24
SKU-PRD-0279,Tablet Modelo 279,Dispositivo táctil multimedia para estudio y trabajo - Lote 279,4574.77,66
SKU-PRD-0280,Mouse Modelo 280,Mouse óptico ergonómico con conexión USB - Lote 280,820.84,8
SKU-PRD-0281,Audífonos Modelo 281,Audífonos estéreo con micrófono y cancelación de ruido - Lote 281,1492.69,74
SKU-PRD-0282,Cable HDMI Modelo 282,Cable de alta definición mallado 4K - Lote 282,217.1,141
SKU-PRD-0283,Mouse Modelo 283,Mouse óptico ergonómico con conexión USB - Lote 283,771.38,30
SKU-PRD-0284,Silla Gamer Modelo 284,Silla ergonómica ajustable con soporte lumbar - Lote 284,5394.05,63
SKU-PRD-0285,Disco Duro Modelo 285,Unidad de almacenamiento externo de alta velocidad - Lote 285,1335.01,190
SKU-PRD-0286,Monitor Modelo 286,Pantalla LED Full HD con puertos HDMI - Lote 286,4974.34,145
SKU-PRD-0287,Tablet Modelo 287,Dispositivo táctil multimedia para estudio y trabajo - Lote 287,4329.52,127
SKU-PRD-0288,Audífonos Modelo 288,Audífonos estéreo con micrófono y cancelación de ruido - Lote 288,963.61,51
SKU-PRD-0289,Memoria USB Modelo 289,Unidad flash portátil de transferencia rápida - Lote 289,238.39,71
SKU-PRD-0290,Silla Gamer Modelo 290,Silla ergonómica ajustable con soporte lumbar - Lote 290,4642.35,19
SKU-PRD-0291,Mouse Modelo 291,Mouse óptico ergonómico con conexión USB - Lote 291,292.66,166
SKU-PRD-0292,Impresora Modelo 292,Impresora multifuncional a color con Wi-Fi - Lote 292,3930.08,32
SKU-PRD-0293,Disco Duro Modelo 293,Unidad de almacenamiento externo de alta velocidad - Lote 293,2873.59,56
SKU-PRD-0294,Monitor Modelo 294,Pantalla LED Full HD con puertos HDMI - Lote 294,5348.86,76
SKU-PRD-0295,Mouse Modelo 295,Mouse óptico ergonómico con conexión USB - Lote 295,324.92,127
SKU-PRD-0296,Impresora Modelo 296,Impresora multifuncional a color con Wi-Fi - Lote 296,3786.37,108
SKU-PRD-0297,Teclado Modelo 297,Teclado multimedia con iluminación LED - Lote 297,919.65,117
SKU-PRD-0298,Impresora Modelo 298,Impresora multifuncional a color con Wi-Fi - Lote 298,2743.31,114
SKU-PRD-0299,Mouse Modelo 299,Mouse óptico ergonómico con conexión USB - Lote 299,470.77,115
SKU-PRD-0300,Laptop Modelo 300,Ordenador portátil con procesador de alta velocidad y SSD - Lote 300,23716.71,155
SKU-PRD-0301,Monitor Modelo 301,Pantalla LED Full HD con puertos HDMI - Lote 301,6232.14,142
SKU-PRD-0302,Regulador Modelo 302,Protector de voltaje multicontacto para oficina - Lote 302,540.29,166
SKU-PRD-0303,Impresora Modelo 303,Impresora multifuncional a color con Wi-Fi - Lote 303,4458.43,135
SKU-PRD-0304,Memoria USB Modelo 304,Unidad flash portátil de transferencia rápida - Lote 304,370.49,80
SKU-PRD-0305,Cable HDMI Modelo 305,Cable de alta definición mallado 4K - Lote 305,309.4,149
SKU-PRD-0306,Smartphone Modelo 306,Teléfono inteligente con cámara dual y gran batería - Lote 306,11957.43,69
SKU-PRD-0307,Teclado Modelo 307,Teclado multimedia con iluminación LED - Lote 307,902.99,16
SKU-PRD-0308,Bocina Bluetooth Modelo 308,Bocina inalámbrica portátil resistente al agua - Lote 308,1688.98,167
SKU-PRD-0309,Audífonos Modelo 309,Audífonos estéreo con micrófono y cancelación de ruido - Lote 309,1149.02,62
SKU-PRD-0310,Smartwatch Modelo 310,Reloj inteligente deportivo con monitor de salud - Lote 310,1071.84,96
SKU-PRD-0311,Regulador Modelo 311,Protector de voltaje multicontacto para oficina - Lote 311,898.15,147
SKU-PRD-0312,Cable HDMI Modelo 312,Cable de alta definición mallado 4K - Lote 312,247.0,120
SKU-PRD-0313,Tablet Modelo 313,Dispositivo táctil multimedia para estudio y trabajo - Lote 313,3106.27,176
SKU-PRD-0314,Cable HDMI Modelo 314,Cable de alta definición mallado 4K - Lote 314,170.86,105
SKU-PRD-0315,Smartwatch Modelo 315,Reloj inteligente deportivo con monitor de salud - Lote 315,2432.36,172
SKU-PRD-0316,Teclado Modelo 316,Teclado multimedia con iluminación LED - Lote 316,611.09,38
SKU-PRD-0317,Audífonos Modelo 317,Audífonos estéreo con micrófono y cancelación de ruido - Lote 317,1168.96,32
SKU-PRD-0318,Smartphone Modelo 318,Teléfono inteligente con cámara dual y gran batería - Lote 318,8854.53,167
SKU-PRD-0319,Smartwatch Modelo 319,Reloj inteligente deportivo con monitor de salud - Lote 319,1935.31,74
SKU-PRD-0320,Bocina Bluetooth Modelo 320,Bocina inalámbrica portátil resistente al agua - Lote 320,1307.6,6
SKU-PRD-0321,Laptop Modelo 321,Ordenador portátil con procesador de alta velocidad y SSD - Lote 321,15295.36,153
SKU-PRD-0322,Monitor Modelo 322,Pantalla LED Full HD con puertos HDMI - Lote 322,6041.67,37
SKU-PRD-0323,Monitor Modelo 323,Pantalla LED Full HD con puertos HDMI - Lote 323,5676.54,107
SKU-PRD-0324,Monitor Modelo 324,Pantalla LED Full HD con puertos HDMI - Lote 324,2937.17,187
SKU-PRD-0325,Tablet Modelo 325,Dispositivo táctil multimedia para estudio y trabajo - Lote 325,6299.75,115
SKU-PRD-0326,Tablet Modelo 326,Dispositivo táctil multimedia para estudio y trabajo - Lote 326,5853.8,78
SKU-PRD-0327,Memoria USB Modelo 327,Unidad flash portátil de transferencia rápida - Lote 327,163.59,197
SKU-PRD-0328,Memoria USB Modelo 328,Unidad flash portátil de transferencia rápida - Lote 328,379.28,48
SKU-PRD-0329,Tablet Modelo 329,Dispositivo táctil multimedia para estudio y trabajo - Lote 329,2484.04,161
SKU-PRD-0330,Disco Duro Modelo 330,Unidad de almacenamiento externo de alta velocidad - Lote 330,1116.27,46
SKU-PRD-0331,Tablet Modelo 331,Dispositivo táctil multimedia para estudio y trabajo - Lote 331,5422.19,137
SKU-PRD-0332,Mouse Modelo 332,Mouse óptico ergonómico con conexión USB - Lote 332,475.12,48
SKU-PRD-0333,Regulador Modelo 333,Protector de voltaje multicontacto para oficina - Lote 333,481.5,62
SKU-PRD-0334,Silla Gamer Modelo 334,Silla ergonómica ajustable con soporte lumbar - Lote 334,5851.93,126
SKU-PRD-0335,Monitor Modelo 335,Pantalla LED Full HD con puertos HDMI - Lote 335,5152.27,105
SKU-PRD-0336,Disco Duro Modelo 336,Unidad de almacenamiento externo de alta velocidad - Lote 336,2153.64,116
SKU-PRD-0337,Tablet Modelo 337,Dispositivo táctil multimedia para estudio y trabajo - Lote 337,5229.12,54
SKU-PRD-0338,Mouse Modelo 338,Mouse óptico ergonómico con conexión USB - Lote 338,316.52,93
SKU-PRD-0339,Teclado Modelo 339,Teclado multimedia con iluminación LED - Lote 339,860.74,125
SKU-PRD-0340,Laptop Modelo 340,Ordenador portátil con procesador de alta velocidad y SSD - Lote 340,10148.89,6
SKU-PRD-0341,Monitor Modelo 341,Pantalla LED Full HD con puertos HDMI - Lote 341,4762.04,28
SKU-PRD-0342,Smartwatch Modelo 342,Reloj inteligente deportivo con monitor de salud - Lote 342,906.83,10
SKU-PRD-0343,Silla Gamer Modelo 343,Silla ergonómica ajustable con soporte lumbar - Lote 343,5118.41,17
SKU-PRD-0344,Bocina Bluetooth Modelo 344,Bocina inalámbrica portátil resistente al agua - Lote 344,1706.65,110
SKU-PRD-0345,Smartwatch Modelo 345,Reloj inteligente deportivo con monitor de salud - Lote 345,1346.96,138
SKU-PRD-0346,Regulador Modelo 346,Protector de voltaje multicontacto para oficina - Lote 346,690.15,146
SKU-PRD-0347,Mouse Modelo 347,Mouse óptico ergonómico con conexión USB - Lote 347,822.21,102
SKU-PRD-0348,Audífonos Modelo 348,Audífonos estéreo con micrófono y cancelación de ruido - Lote 348,636.97,138
SKU-PRD-0349,Audífonos Modelo 349,Audífonos estéreo con micrófono y cancelación de ruido - Lote 349,449.07,162
SKU-PRD-0350,Tablet Modelo 350,Dispositivo táctil multimedia para estudio y trabajo - Lote 350,6577.12,109
SKU-PRD-0351,Smartphone Modelo 351,Teléfono inteligente con cámara dual y gran batería - Lote 351,4210.76,40
SKU-PRD-0352,Silla Gamer Modelo 352,Silla ergonómica ajustable con soporte lumbar - Lote 352,3206.21,59
SKU-PRD-0353,Teclado Modelo 353,Teclado multimedia con iluminación LED - Lote 353,1196.04,128
SKU-PRD-0354,Teclado Modelo 354,Teclado multimedia con iluminación LED - Lote 354,1265.96,171
SKU-PRD-0355,Bocina Bluetooth Modelo 355,Bocina inalámbrica portátil resistente al agua - Lote 355,443.52,83
SKU-PRD-0356,Audífonos Modelo 356,Audífonos estéreo con micrófono y cancelación de ruido - Lote 356,1133.6,181
SKU-PRD-0357,Bocina Bluetooth Modelo 357,Bocina inalámbrica portátil resistente al agua - Lote 357,511.36,21
SKU-PRD-0358,Smartphone Modelo 358,Teléfono inteligente con cámara dual y gran batería - Lote 358,10541.44,176
SKU-PRD-0359,Audífonos Modelo 359,Audífonos estéreo con micrófono y cancelación de ruido - Lote 359,535.51,45
SKU-PRD-0360,Laptop Modelo 360,Ordenador portátil con procesador de alta velocidad y SSD - Lote 360,19541.42,27
SKU-PRD-0361,Smartwatch Modelo 361,Reloj inteligente deportivo con monitor de salud - Lote 361,2217.57,184
SKU-PRD-0362,Teclado Modelo 362,Teclado multimedia con iluminación LED - Lote 362,1475.4,103
SKU-PRD-0363,Impresora Modelo 363,Impresora multifuncional a color con Wi-Fi - Lote 363,2528.06,9
SKU-PRD-0364,Regulador Modelo 364,Protector de voltaje multicontacto para oficina - Lote 364,794.22,63
SKU-PRD-0365,Memoria USB Modelo 365,Unidad flash portátil de transferencia rápida - Lote 365,573.14,68
SKU-PRD-0366,Laptop Modelo 366,Ordenador portátil con procesador de alta velocidad y SSD - Lote 366,23964.22,82
SKU-PRD-0367,Laptop Modelo 367,Ordenador portátil con procesador de alta velocidad y SSD - Lote 367,17429.32,72
SKU-PRD-0368,Memoria USB Modelo 368,Unidad flash portátil de transferencia rápida - Lote 368,163.54,187
SKU-PRD-0369,Teclado Modelo 369,Teclado multimedia con iluminación LED - Lote 369,1475.89,158
SKU-PRD-0370,Disco Duro Modelo 370,Unidad de almacenamiento externo de alta velocidad - Lote 370,2480.59,131
SKU-PRD-0371,Cable HDMI Modelo 371,Cable de alta definición mallado 4K - Lote 371,198.43,153
SKU-PRD-0372,Tablet Modelo 372,Dispositivo táctil multimedia para estudio y trabajo - Lote 372,3619.07,126
SKU-PRD-0373,Bocina Bluetooth Modelo 373,Bocina inalámbrica portátil resistente al agua - Lote 373,1701.49,23
SKU-PRD-0374,Memoria USB Modelo 374,Unidad flash portátil de transferencia rápida - Lote 374,585.55,187
SKU-PRD-0375,Disco Duro Modelo 375,Unidad de almacenamiento externo de alta velocidad - Lote 375,1736.3,159
SKU-PRD-0376,Smartphone Modelo 376,Teléfono inteligente con cámara dual y gran batería - Lote 376,3735.92,147
SKU-PRD-0377,Impresora Modelo 377,Impresora multifuncional a color con Wi-Fi - Lote 377,2703.3,45
SKU-PRD-0378,Smartphone Modelo 378,Teléfono inteligente con cámara dual y gran batería - Lote 378,6045.1,63
SKU-PRD-0379,Mouse Modelo 379,Mouse óptico ergonómico con conexión USB - Lote 379,214.25,73
SKU-PRD-0380,Cable HDMI Modelo 380,Cable de alta definición mallado 4K - Lote 380,188.03,87
SKU-PRD-0381,Impresora Modelo 381,Impresora multifuncional a color con Wi-Fi - Lote 381,4183.1,138
SKU-PRD-0382,Teclado Modelo 382,Teclado multimedia con iluminación LED - Lote 382,723.11,189
SKU-PRD-0383,Cable HDMI Modelo 383,Cable de alta definición mallado 4K - Lote 383,340.11,136
SKU-PRD-0384,Memoria USB Modelo 384,Unidad flash portátil de transferencia rápida - Lote 384,544.51,197
SKU-PRD-0385,Teclado Modelo 385,Teclado multimedia con iluminación LED - Lote 385,1168.56,86
SKU-PRD-0386,Teclado Modelo 386,Teclado multimedia con iluminación LED - Lote 386,1066.19,57
SKU-PRD-0387,Memoria USB Modelo 387,Unidad flash portátil de transferencia rápida - Lote 387,511.81,121
SKU-PRD-0388,Regulador Modelo 388,Protector de voltaje multicontacto para oficina - Lote 388,764.3,25
SKU-PRD-0389,Bocina Bluetooth Modelo 389,Bocina inalámbrica portátil resistente al agua - Lote 389,934.06,134
SKU-PRD-0390,Mouse Modelo 390,Mouse óptico ergonómico con conexión USB - Lote 390,646.48,134
SKU-PRD-0391,Laptop Modelo 391,Ordenador portátil con procesador de alta velocidad y SSD - Lote 391,20351.92,140
SKU-PRD-0392,Laptop Modelo 392,Ordenador portátil con procesador de alta velocidad y SSD - Lote 392,10445.03,188
SKU-PRD-0393,Audífonos Modelo 393,Audífonos estéreo con micrófono y cancelación de ruido - Lote 393,586.33,77
SKU-PRD-0394,Impresora Modelo 394,Impresora multifuncional a color con Wi-Fi - Lote 394,2189.16,39
SKU-PRD-0395,Tablet Modelo 395,Dispositivo táctil multimedia para estudio y trabajo - Lote 395,4271.97,184
SKU-PRD-0396,Regulador Modelo 396,Protector de voltaje multicontacto para oficina - Lote 396,686.57,105
SKU-PRD-0397,Tablet Modelo 397,Dispositivo táctil multimedia para estudio y trabajo - Lote 397,5361.86,136
SKU-PRD-0398,Laptop Modelo 398,Ordenador portátil con procesador de alta velocidad y SSD - Lote 398,21741.87,42
SKU-PRD-0399,Disco Duro Modelo 399,Unidad de almacenamiento externo de alta velocidad - Lote 399,2274.52,39
SKU-PRD-0400,Impresora Modelo 400,Impresora multifuncional a color con Wi-Fi - Lote 400,4442.05,41
SKU-PRD-0401,Smartwatch Modelo 401,Reloj inteligente deportivo con monitor de salud - Lote 401,1941.34,194
SKU-PRD-0402,Tablet Modelo 402,Dispositivo táctil multimedia para estudio y trabajo - Lote 402,4846.92,29
SKU-PRD-0403,Regulador Modelo 403,Protector de voltaje multicontacto para oficina - Lote 403,934.98,70
SKU-PRD-0404,Tablet Modelo 404,Dispositivo táctil multimedia para estudio y trabajo - Lote 404,5781.4,37
SKU-PRD-0405,Tablet Modelo 405,Dispositivo táctil multimedia para estudio y trabajo - Lote 405,2517.68,87
SKU-PRD-0406,Silla Gamer Modelo 406,Silla ergonómica ajustable con soporte lumbar - Lote 406,4298.52,68
SKU-PRD-0407,Audífonos Modelo 407,Audífonos estéreo con micrófono y cancelación de ruido - Lote 407,1136.42,7
SKU-PRD-0408,Laptop Modelo 408,Ordenador portátil con procesador de alta velocidad y SSD - Lote 408,18986.91,97
SKU-PRD-0409,Silla Gamer Modelo 409,Silla ergonómica ajustable con soporte lumbar - Lote 409,5694.72,25
SKU-PRD-0410,Smartwatch Modelo 410,Reloj inteligente deportivo con monitor de salud - Lote 410,1759.38,73
SKU-PRD-0411,Laptop Modelo 411,Ordenador portátil con procesador de alta velocidad y SSD - Lote 411,18984.38,18
SKU-PRD-0412,Mouse Modelo 412,Mouse óptico ergonómico con conexión USB - Lote 412,222.18,177
SKU-PRD-0413,Mouse Modelo 413,Mouse óptico ergonómico con conexión USB - Lote 413,439.8,33
SKU-PRD-0414,Impresora Modelo 414,Impresora multifuncional a color con Wi-Fi - Lote 414,3871.39,163
SKU-PRD-0415,Audífonos Modelo 415,Audífonos estéreo con micrófono y cancelación de ruido - Lote 415,401.92,105
SKU-PRD-0416,Teclado Modelo 416,Teclado multimedia con iluminación LED - Lote 416,643.25,33
SKU-PRD-0417,Cable HDMI Modelo 417,Cable de alta definición mallado 4K - Lote 417,213.96,176
SKU-PRD-0418,Audífonos Modelo 418,Audífonos estéreo con micrófono y cancelación de ruido - Lote 418,477.29,136
SKU-PRD-0419,Bocina Bluetooth Modelo 419,Bocina inalámbrica portátil resistente al agua - Lote 419,1503.95,142
SKU-PRD-0420,Bocina Bluetooth Modelo 420,Bocina inalámbrica portátil resistente al agua - Lote 420,1252.22,91
SKU-PRD-0421,Smartphone Modelo 421,Teléfono inteligente con cámara dual y gran batería - Lote 421,8861.7,37
SKU-PRD-0422,Smartphone Modelo 422,Teléfono inteligente con cámara dual y gran batería - Lote 422,6557.51,37
SKU-PRD-0423,Laptop Modelo 423,Ordenador portátil con procesador de alta velocidad y SSD - Lote 423,16404.09,75
SKU-PRD-0424,Tablet Modelo 424,Dispositivo táctil multimedia para estudio y trabajo - Lote 424,2214.81,144
SKU-PRD-0425,Silla Gamer Modelo 425,Silla ergonómica ajustable con soporte lumbar - Lote 425,4547.29,137
SKU-PRD-0426,Laptop Modelo 426,Ordenador portátil con procesador de alta velocidad y SSD - Lote 426,19939.46,122
SKU-PRD-0427,Bocina Bluetooth Modelo 427,Bocina inalámbrica portátil resistente al agua - Lote 427,1700.37,70
SKU-PRD-0428,Disco Duro Modelo 428,Unidad de almacenamiento externo de alta velocidad - Lote 428,1944.06,192
SKU-PRD-0429,Teclado Modelo 429,Teclado multimedia con iluminación LED - Lote 429,402.24,168
SKU-PRD-0430,Mouse Modelo 430,Mouse óptico ergonómico con conexión USB - Lote 430,192.31,181
SKU-PRD-0431,Monitor Modelo 431,Pantalla LED Full HD con puertos HDMI - Lote 431,2439.96,146
SKU-PRD-0432,Tablet Modelo 432,Dispositivo táctil multimedia para estudio y trabajo - Lote 432,6824.76,37
SKU-PRD-0433,Disco Duro Modelo 433,Unidad de almacenamiento externo de alta velocidad - Lote 433,964.62,52
